# BUSCO version is: 5.2.1 
# The lineage dataset is: metazoa_odb10 (Creation date: 2021-02-17, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length
240437at33208	Duplicated	TRINITY_DN2067_c0_g1_i4:400-1317	432.2	248
240437at33208	Duplicated	TRINITY_DN2067_c0_g1_i7:476-1318	422.9	224
244863at33208	Duplicated	TRINITY_DN2398_c0_g1_i14:93-2507	567.5	556
244863at33208	Duplicated	TRINITY_DN2398_c0_g1_i6:93-2507	567.5	556
244863at33208	Duplicated	TRINITY_DN2398_c0_g1_i7:119-2533	567.5	556
245482at33208	Duplicated	TRINITY_DN828_c0_g1_i1:164-1645	517.1	382
245482at33208	Duplicated	TRINITY_DN828_c0_g1_i2:164-1645	515.5	382
245567at33208	Duplicated	TRINITY_DN2358_c0_g1_i10:956-2776	462.6	453
245567at33208	Duplicated	TRINITY_DN2358_c0_g1_i3:933-2753	462.6	453
245567at33208	Duplicated	TRINITY_DN2358_c0_g1_i7:957-2777	462.6	453
246241at33208	Duplicated	TRINITY_DN285_c0_g1_i1:332-1705	535.1	373
246241at33208	Duplicated	TRINITY_DN285_c0_g1_i7:334-1707	535.1	373
247183at33208	Duplicated	TRINITY_DN2476_c0_g1_i1:129-2618	837.9	597
247183at33208	Duplicated	TRINITY_DN2476_c0_g1_i5:129-2618	837.9	597
247905at33208	Duplicated	TRINITY_DN2131_c0_g1_i8:55-2004	321.5	372
247905at33208	Duplicated	TRINITY_DN2131_c0_g1_i7:55-2004	321.5	372
247905at33208	Duplicated	TRINITY_DN2131_c0_g1_i12:55-2004	321.2	372
249486at33208	Duplicated	TRINITY_DN6097_c0_g1_i4:96-1643	552.4	423
249486at33208	Duplicated	TRINITY_DN6097_c0_g1_i1:96-1643	551.5	423
249486at33208	Duplicated	TRINITY_DN6097_c0_g1_i2:160-1707	551.5	423
251076at33208	Duplicated	TRINITY_DN6310_c0_g2_i11:186-1250	549.2	314
251076at33208	Duplicated	TRINITY_DN6310_c0_g2_i5:182-1246	549.2	314
251076at33208	Duplicated	TRINITY_DN6310_c0_g2_i6:181-1245	549.2	314
251076at33208	Duplicated	TRINITY_DN6310_c0_g2_i8:223-1287	549.2	314
251076at33208	Duplicated	TRINITY_DN6310_c0_g2_i10:50-1114	549.0	314
251076at33208	Duplicated	TRINITY_DN6310_c0_g2_i2:50-1144	548.9	314
251076at33208	Duplicated	TRINITY_DN6310_c0_g2_i4:219-1313	548.9	314
251076at33208	Duplicated	TRINITY_DN6310_c0_g2_i7:181-1275	548.9	314
251577at33208	Complete	TRINITY_DN2587_c0_g1_i1:90-1673	246.4	182
255117at33208	Complete	TRINITY_DN9117_c0_g1_i9:731-3379	1127.8	731
255242at33208	Complete	TRINITY_DN5720_c0_g2_i1:223-1476	317.2	254
255924at33208	Duplicated	TRINITY_DN18794_c0_g1_i1:165-2231	649.0	517
255924at33208	Duplicated	TRINITY_DN18794_c0_g1_i2:373-2439	649.0	517
255924at33208	Duplicated	TRINITY_DN18794_c0_g1_i3:116-2182	649.0	517
257141at33208	Duplicated	TRINITY_DN46707_c3_g1_i1:642-2198	325.7	288
257141at33208	Duplicated	TRINITY_DN46707_c3_g1_i2:487-2043	325.7	288
257339at33208	Duplicated	TRINITY_DN11902_c0_g1_i4:60-1361	275.6	293
257339at33208	Duplicated	TRINITY_DN11902_c0_g1_i5:60-1361	275.6	293
257339at33208	Duplicated	TRINITY_DN11902_c0_g1_i6:60-1361	275.6	293
257339at33208	Duplicated	TRINITY_DN11902_c0_g1_i2:60-1361	275.4	293
259581at33208	Complete	TRINITY_DN24149_c0_g1_i2:519-2834	289.0	399
260752at33208	Duplicated	TRINITY_DN5840_c0_g1_i11:219-2291	455.0	484
260752at33208	Duplicated	TRINITY_DN5840_c0_g1_i3:219-2291	455.0	484
260752at33208	Duplicated	TRINITY_DN5840_c0_g1_i4:203-2275	455.0	484
261284at33208	Complete	TRINITY_DN7198_c0_g1_i2:519-3011	644.7	622
261614at33208	Duplicated	TRINITY_DN770_c0_g1_i2:50-2311	821.3	521
261614at33208	Duplicated	TRINITY_DN770_c0_g1_i1:50-2311	821.3	521
262757at33208	Duplicated	TRINITY_DN15701_c0_g1_i1:260-1612	303.2	290
262757at33208	Duplicated	TRINITY_DN15701_c0_g1_i2:230-1568	276.6	291
266460at33208	Duplicated	TRINITY_DN7406_c0_g1_i1:609-2399	597.7	459
266460at33208	Duplicated	TRINITY_DN7406_c0_g1_i2:609-2399	597.7	459
266460at33208	Duplicated	TRINITY_DN7406_c0_g1_i3:2112-3902	597.7	459
266460at33208	Duplicated	TRINITY_DN7406_c0_g1_i5:2112-3902	597.7	459
266460at33208	Duplicated	TRINITY_DN7406_c0_g1_i8:2112-3902	597.7	459
266469at33208	Complete	TRINITY_DN11063_c0_g1_i2:315-1268	149.6	186
266808at33208	Duplicated	TRINITY_DN7641_c0_g1_i3:128-1450	460.1	339
266808at33208	Duplicated	TRINITY_DN7641_c0_g1_i2:93-1118	434.5	306
267439at33208	Complete	TRINITY_DN1595_c0_g1_i1:417-1949	726.9	398
268134at33208	Duplicated	TRINITY_DN8490_c0_g1_i1:293-1606	315.7	242
268134at33208	Duplicated	TRINITY_DN8490_c0_g1_i3:337-1650	315.7	242
268397at33208	Complete	TRINITY_DN5470_c0_g1_i1:113-2440	906.0	616
270594at33208	Duplicated	TRINITY_DN265_c0_g1_i6:455-2570	701.3	567
270594at33208	Duplicated	TRINITY_DN265_c0_g1_i4:443-2569	691.7	575
271297at33208	Duplicated	TRINITY_DN4892_c0_g1_i2:699-1637	323.5	231
271297at33208	Duplicated	TRINITY_DN4892_c0_g1_i3:678-1637	323.4	231
271297at33208	Duplicated	TRINITY_DN4892_c0_g1_i4:678-1637	323.4	231
271742at33208	Duplicated	TRINITY_DN4315_c0_g1_i1:148-2067	589.2	449
271742at33208	Duplicated	TRINITY_DN4315_c0_g1_i2:148-2067	589.2	449
271742at33208	Duplicated	TRINITY_DN4315_c0_g1_i4:148-2067	589.2	449
271742at33208	Duplicated	TRINITY_DN4315_c0_g1_i5:148-2067	589.2	449
272605at33208	Complete	TRINITY_DN22555_c0_g1_i1:95-1738	528.2	390
273040at33208	Duplicated	TRINITY_DN7660_c0_g1_i8:250-993	177.1	129
273040at33208	Duplicated	TRINITY_DN7660_c0_g1_i6:151-894	177.0	115
273040at33208	Duplicated	TRINITY_DN7660_c0_g1_i2:179-1654	175.7	115
273040at33208	Duplicated	TRINITY_DN7660_c0_g1_i11:179-1654	175.7	115
273040at33208	Duplicated	TRINITY_DN7660_c0_g1_i10:176-1654	175.5	115
273040at33208	Duplicated	TRINITY_DN7660_c0_g1_i1:176-1654	175.5	115
273367at33208	Complete	TRINITY_DN46371_c0_g1_i1:38-1357	138.9	269
273989at33208	Complete	TRINITY_DN18121_c0_g1_i1:57-1859	586.4	463
274044at33208	Complete	TRINITY_DN90721_c0_g1_i1:807-2861	548.9	534
274064at33208	Duplicated	TRINITY_DN11559_c0_g1_i4:0-1031	427.4	262
274064at33208	Duplicated	TRINITY_DN11559_c0_g1_i1:89-1240	427.0	262
274064at33208	Duplicated	TRINITY_DN11559_c0_g1_i3:76-1227	427.0	262
274769at33208	Duplicated	TRINITY_DN3342_c0_g1_i9:129-1592	526.0	387
274769at33208	Duplicated	TRINITY_DN3342_c0_g1_i10:186-1649	524.6	387
274769at33208	Duplicated	TRINITY_DN3342_c0_g1_i12:129-1592	524.6	387
274769at33208	Duplicated	TRINITY_DN3342_c0_g1_i4:93-1556	524.6	387
274992at33208	Duplicated	TRINITY_DN3819_c0_g1_i1:113-1432	635.2	355
274992at33208	Duplicated	TRINITY_DN3819_c0_g1_i3:113-1432	635.2	355
274992at33208	Duplicated	TRINITY_DN3819_c0_g1_i4:113-1432	635.2	355
274992at33208	Duplicated	TRINITY_DN3819_c0_g1_i5:113-1432	635.2	355
277935at33208	Duplicated	TRINITY_DN2095_c0_g2_i1:445-2811	595.4	557
277935at33208	Duplicated	TRINITY_DN2095_c0_g1_i2:255-2621	595.3	557
277935at33208	Duplicated	TRINITY_DN2095_c0_g2_i3:445-2583	507.6	496
278227at33208	Duplicated	TRINITY_DN1740_c0_g1_i6:432-1793	421.0	316
278227at33208	Duplicated	TRINITY_DN1740_c0_g1_i1:432-1850	420.3	316
278227at33208	Duplicated	TRINITY_DN1740_c0_g1_i3:432-1850	420.3	316
278227at33208	Duplicated	TRINITY_DN1740_c0_g1_i4:432-1850	420.3	316
279631at33208	Duplicated	TRINITY_DN2801_c0_g1_i6:97-2403	607.3	562
279631at33208	Duplicated	TRINITY_DN2801_c0_g1_i1:97-2403	606.3	564
279631at33208	Duplicated	TRINITY_DN2801_c0_g1_i2:97-2403	606.2	560
279631at33208	Duplicated	TRINITY_DN2801_c0_g1_i5:97-2175	577.0	459
279992at33208	Duplicated	TRINITY_DN14269_c0_g1_i1:505-1821	306.1	316
279992at33208	Duplicated	TRINITY_DN14269_c0_g1_i3:242-1558	306.1	316
280914at33208	Duplicated	TRINITY_DN3581_c0_g2_i1:1097-3202	395.6	509
280914at33208	Duplicated	TRINITY_DN3581_c0_g2_i2:1097-3202	395.6	509
281304at33208	Complete	TRINITY_DN27643_c0_g1_i1:352-1800	232.5	310
281693at33208	Duplicated	TRINITY_DN3833_c0_g1_i1:246-2858	821.0	599
281693at33208	Duplicated	TRINITY_DN3833_c0_g1_i2:246-2858	821.0	599
283637at33208	Duplicated	TRINITY_DN6804_c0_g1_i1:1570-2883	655.8	361
283637at33208	Duplicated	TRINITY_DN6804_c0_g1_i3:1736-3049	655.8	361
283637at33208	Duplicated	TRINITY_DN6804_c0_g1_i6:1571-2884	655.8	361
284059at33208	Duplicated	TRINITY_DN11565_c0_g1_i1:32-1345	337.5	271
284059at33208	Duplicated	TRINITY_DN11565_c0_g1_i3:32-1345	337.5	271
285146at33208	Duplicated	TRINITY_DN1466_c2_g1_i6:80-1231	454.8	312
285146at33208	Duplicated	TRINITY_DN1466_c2_g1_i8:80-1231	454.8	312
285146at33208	Duplicated	TRINITY_DN1466_c2_g1_i4:80-1231	454.6	312
285146at33208	Duplicated	TRINITY_DN1466_c2_g1_i7:80-1231	454.6	312
285902at33208	Duplicated	TRINITY_DN22708_c0_g1_i1:796-2403	411.8	398
285902at33208	Duplicated	TRINITY_DN22708_c0_g1_i3:796-2403	411.8	398
285966at33208	Complete	TRINITY_DN13343_c0_g1_i3:192-2075	374.7	395
286553at33208	Duplicated	TRINITY_DN2823_c0_g1_i3:123-1352	280.7	294
286553at33208	Duplicated	TRINITY_DN2823_c0_g1_i4:123-1352	280.7	294
286553at33208	Duplicated	TRINITY_DN2823_c0_g1_i7:123-1352	280.7	294
286553at33208	Duplicated	TRINITY_DN2823_c0_g1_i9:123-1352	280.7	294
289235at33208	Complete	TRINITY_DN23034_c0_g1_i1:264-1310	220.4	242
289928at33208	Duplicated	TRINITY_DN20408_c0_g1_i1:287-1621	354.2	303
289928at33208	Duplicated	TRINITY_DN20408_c0_g1_i4:287-1621	346.8	302
291505at33208	Complete	TRINITY_DN3036_c0_g1_i1:161-2389	526.7	445
291875at33208	Duplicated	TRINITY_DN1628_c0_g1_i3:349-2127	423.4	447
291875at33208	Duplicated	TRINITY_DN1628_c0_g1_i2:349-2127	423.3	503
295556at33208	Duplicated	TRINITY_DN11773_c0_g1_i1:58-3219	403.0	630
295556at33208	Duplicated	TRINITY_DN11773_c0_g1_i4:58-3219	403.0	630
295775at33208	Duplicated	TRINITY_DN19215_c0_g1_i2:144-1271	277.5	268
295775at33208	Duplicated	TRINITY_DN19215_c0_g1_i1:144-1271	277.5	268
300303at33208	Duplicated	TRINITY_DN2192_c0_g1_i2:689-2719	349.7	388
300303at33208	Duplicated	TRINITY_DN2192_c0_g1_i3:695-2725	349.7	388
300303at33208	Duplicated	TRINITY_DN2192_c0_g1_i5:689-2719	349.7	388
300303at33208	Duplicated	TRINITY_DN2192_c0_g1_i7:690-2720	349.7	388
301572at33208	Duplicated	TRINITY_DN794_c0_g1_i1:563-2035	553.1	400
301572at33208	Duplicated	TRINITY_DN794_c0_g1_i2:561-2033	553.1	400
302186at33208	Duplicated	TRINITY_DN11099_c0_g1_i14:371-2560	167.3	329
302186at33208	Duplicated	TRINITY_DN11099_c0_g1_i16:386-2575	167.3	329
302186at33208	Duplicated	TRINITY_DN11099_c0_g1_i12:371-2560	167.1	329
302279at33208	Duplicated	TRINITY_DN13696_c0_g1_i1:38-1108	508.2	304
302279at33208	Duplicated	TRINITY_DN13696_c0_g1_i2:38-1108	508.2	304
302279at33208	Duplicated	TRINITY_DN13696_c0_g1_i4:38-1108	508.2	304
302279at33208	Duplicated	TRINITY_DN13696_c0_g1_i5:38-1108	508.2	304
302279at33208	Duplicated	TRINITY_DN13696_c0_g1_i6:38-1108	508.2	304
302921at33208	Duplicated	TRINITY_DN20836_c0_g1_i1:258-2342	94.4	216
302921at33208	Duplicated	TRINITY_DN20836_c0_g1_i9:258-2342	94.4	216
302921at33208	Duplicated	TRINITY_DN20836_c0_g1_i14:258-2342	94.4	216
302921at33208	Duplicated	TRINITY_DN20836_c0_g1_i5:258-2342	94.4	216
303117at33208	Duplicated	TRINITY_DN4063_c0_g1_i7:450-2024	329.9	295
303117at33208	Duplicated	TRINITY_DN4063_c0_g1_i4:450-2396	328.8	294
303117at33208	Duplicated	TRINITY_DN4063_c0_g1_i3:450-1997	328.7	295
303117at33208	Duplicated	TRINITY_DN4063_c0_g1_i5:450-2396	327.4	295
304388at33208	Missing
305260at33208	Duplicated	TRINITY_DN7455_c0_g1_i3:21-1334	557.4	345
305260at33208	Duplicated	TRINITY_DN7455_c0_g1_i10:86-1333	556.1	369
305260at33208	Duplicated	TRINITY_DN7455_c0_g1_i11:112-1359	556.1	369
305260at33208	Duplicated	TRINITY_DN7455_c0_g1_i4:112-1359	556.1	369
306101at33208	Duplicated	TRINITY_DN15262_c0_g1_i1:114-1304	343.4	290
306101at33208	Duplicated	TRINITY_DN15262_c0_g1_i2:159-1349	343.3	290
306101at33208	Duplicated	TRINITY_DN15262_c0_g1_i9:114-1304	343.3	290
307109at33208	Duplicated	TRINITY_DN201_c0_g1_i10:135-1367	479.1	342
307109at33208	Duplicated	TRINITY_DN201_c0_g1_i17:135-1367	479.1	342
307109at33208	Duplicated	TRINITY_DN201_c0_g1_i21:135-1367	479.1	342
307109at33208	Duplicated	TRINITY_DN201_c0_g1_i7:135-1367	479.1	342
308610at33208	Duplicated	TRINITY_DN9210_c0_g1_i11:760-2100	549.2	363
308610at33208	Duplicated	TRINITY_DN9210_c0_g1_i1:757-2097	549.2	363
308610at33208	Duplicated	TRINITY_DN9210_c0_g1_i9:760-2100	549.2	363
311438at33208	Complete	TRINITY_DN167980_c0_g1_i1:58-1089	362.3	259
311758at33208	Duplicated	TRINITY_DN20821_c0_g1_i2:56-1741	662.1	455
311758at33208	Duplicated	TRINITY_DN20821_c0_g1_i3:56-1741	662.1	455
311761at33208	Duplicated	TRINITY_DN4548_c0_g1_i15:2569-4578	385.6	497
311761at33208	Duplicated	TRINITY_DN4548_c0_g1_i11:101-2110	385.2	497
311761at33208	Duplicated	TRINITY_DN4548_c0_g1_i15:236-2245	385.2	497
311761at33208	Duplicated	TRINITY_DN4548_c0_g1_i1:236-2245	385.2	497
311761at33208	Duplicated	TRINITY_DN4548_c0_g1_i1:2569-4578	385.2	497
312577at33208	Duplicated	TRINITY_DN2451_c0_g1_i18:581-1888	296.8	318
312577at33208	Duplicated	TRINITY_DN2451_c0_g1_i15:239-1270	258.4	266
312577at33208	Duplicated	TRINITY_DN2451_c0_g1_i8:581-1612	258.4	266
312577at33208	Duplicated	TRINITY_DN2451_c0_g1_i6:581-1612	258.1	266
312577at33208	Duplicated	TRINITY_DN2451_c0_g1_i10:581-1612	257.5	266
312577at33208	Duplicated	TRINITY_DN2451_c0_g1_i14:581-1612	254.8	266
312577at33208	Duplicated	TRINITY_DN2451_c0_g1_i17:239-1270	254.6	266
313091at33208	Duplicated	TRINITY_DN1121_c0_g1_i3:539-1984	444.8	312
313091at33208	Duplicated	TRINITY_DN1121_c0_g1_i8:545-1990	444.8	312
315044at33208	Complete	TRINITY_DN23587_c0_g1_i1:225-1721	558.8	416
315393at33208	Complete	TRINITY_DN3272_c0_g1_i1:433-1476	533.1	326
317470at33208	Complete	TRINITY_DN2206_c0_g1_i2:489-1790	370.5	307
318483at33208	Duplicated	TRINITY_DN1518_c0_g1_i6:99-1523	410.3	318
318483at33208	Duplicated	TRINITY_DN1518_c0_g1_i1:99-1523	402.8	318
318483at33208	Duplicated	TRINITY_DN1518_c0_g1_i2:320-1588	366.2	299
318483at33208	Duplicated	TRINITY_DN1518_c0_g1_i4:320-1588	366.1	299
318532at33208	Complete	TRINITY_DN22660_c0_g1_i1:84-1622	611.3	336
319574at33208	Duplicated	TRINITY_DN670_c0_g1_i2:408-1370	273.0	237
319574at33208	Duplicated	TRINITY_DN670_c0_g1_i6:372-1367	271.9	236
319574at33208	Duplicated	TRINITY_DN670_c0_g1_i3:19-1104	271.5	236
319574at33208	Duplicated	TRINITY_DN670_c0_g1_i1:288-1373	271.5	236
319574at33208	Duplicated	TRINITY_DN670_c0_g1_i4:288-1373	271.5	236
319574at33208	Duplicated	TRINITY_DN670_c0_g1_i5:288-1373	270.6	236
320390at33208	Duplicated	TRINITY_DN399_c0_g1_i1:78-2192	533.4	528
320390at33208	Duplicated	TRINITY_DN399_c0_g1_i4:78-2192	533.4	528
321332at33208	Duplicated	TRINITY_DN4357_c0_g1_i1:229-2319	306.1	466
321332at33208	Duplicated	TRINITY_DN4357_c0_g1_i3:342-2432	306.1	466
323399at33208	Duplicated	TRINITY_DN26382_c0_g1_i12:594-2270	610.7	410
323399at33208	Duplicated	TRINITY_DN26382_c0_g1_i5:594-2270	610.7	410
323473at33208	Duplicated	TRINITY_DN1615_c0_g1_i1:139-1134	498.7	286
323473at33208	Duplicated	TRINITY_DN1615_c0_g1_i3:142-1137	498.7	286
323473at33208	Duplicated	TRINITY_DN1615_c0_g1_i5:142-1137	498.7	286
323473at33208	Duplicated	TRINITY_DN1615_c0_g1_i8:142-1137	498.7	286
324249at33208	Duplicated	TRINITY_DN15437_c0_g1_i4:168-1544	271.4	301
324249at33208	Duplicated	TRINITY_DN15437_c0_g1_i5:253-1629	271.4	301
324249at33208	Duplicated	TRINITY_DN15437_c0_g1_i6:253-1629	271.4	301
325183at33208	Duplicated	TRINITY_DN1073_c0_g1_i1:192-1436	562.5	345
325183at33208	Duplicated	TRINITY_DN1073_c0_g1_i2:192-1436	562.5	345
327301at33208	Duplicated	TRINITY_DN249_c0_g1_i4:308-1312	257.9	246
327301at33208	Duplicated	TRINITY_DN249_c0_g1_i5:308-1312	256.3	246
327301at33208	Duplicated	TRINITY_DN249_c0_g1_i2:308-1312	254.8	246
331112at33208	Complete	TRINITY_DN56_c0_g1_i1:90-1877	552.2	422
331186at33208	Duplicated	TRINITY_DN2081_c0_g1_i4:276-2993	329.9	460
331186at33208	Duplicated	TRINITY_DN2081_c0_g1_i3:276-2999	329.9	460
331186at33208	Duplicated	TRINITY_DN2081_c0_g1_i9:276-2531	288.0	362
331186at33208	Duplicated	TRINITY_DN2081_c0_g1_i1:276-2531	288.0	362
331186at33208	Duplicated	TRINITY_DN2081_c0_g1_i7:276-2531	282.7	362
332870at33208	Duplicated	TRINITY_DN2895_c0_g1_i13:72-1325	236.9	220
332870at33208	Duplicated	TRINITY_DN2895_c0_g1_i16:72-1325	236.9	220
332870at33208	Duplicated	TRINITY_DN2895_c0_g1_i1:51-1304	236.9	220
332870at33208	Duplicated	TRINITY_DN2895_c0_g1_i4:72-1514	236.3	220
333062at33208	Complete	TRINITY_DN14176_c0_g1_i2:116-1450	569.7	350
333800at33208	Duplicated	TRINITY_DN4464_c0_g1_i1:671-3232	441.5	498
333800at33208	Duplicated	TRINITY_DN4464_c0_g1_i4:671-3232	441.5	498
334272at33208	Duplicated	TRINITY_DN7427_c0_g1_i4:406-2421	282.8	314
334272at33208	Duplicated	TRINITY_DN7427_c0_g1_i3:600-2615	282.1	314
334272at33208	Duplicated	TRINITY_DN7427_c0_g1_i5:699-2714	282.1	314
334331at33208	Duplicated	TRINITY_DN2213_c0_g1_i10:155-2023	682.4	474
334331at33208	Duplicated	TRINITY_DN2213_c0_g1_i1:155-2035	682.2	474
334331at33208	Duplicated	TRINITY_DN2213_c0_g1_i5:155-2035	682.1	474
334331at33208	Duplicated	TRINITY_DN2213_c0_g1_i6:155-2035	682.1	474
334331at33208	Duplicated	TRINITY_DN2213_c0_g1_i4:155-2035	681.0	477
334336at33208	Duplicated	TRINITY_DN6382_c0_g2_i1:282-2084	475.2	418
334336at33208	Duplicated	TRINITY_DN6382_c0_g2_i2:302-2104	475.2	418
334342at33208	Duplicated	TRINITY_DN16349_c0_g1_i1:147-3020	506.4	634
334342at33208	Duplicated	TRINITY_DN16349_c0_g1_i5:147-3020	506.4	634
334764at33208	Duplicated	TRINITY_DN21371_c0_g1_i2:187-1428	356.5	290
334764at33208	Duplicated	TRINITY_DN21371_c0_g1_i7:187-1428	356.5	290
334764at33208	Duplicated	TRINITY_DN21371_c0_g1_i1:187-1260	348.6	258
334820at33208	Duplicated	TRINITY_DN7211_c0_g1_i1:274-1512	417.5	309
334820at33208	Duplicated	TRINITY_DN7211_c0_g1_i3:274-1512	417.5	309
334820at33208	Duplicated	TRINITY_DN7211_c0_g1_i4:272-1510	417.5	309
335107at33208	Complete	TRINITY_DN2368_c0_g1_i1:146-1135	312.1	248
336647at33208	Duplicated	TRINITY_DN9260_c0_g1_i13:275-2802	241.7	524
336647at33208	Duplicated	TRINITY_DN9260_c0_g1_i17:796-3132	230.5	524
336647at33208	Duplicated	TRINITY_DN9260_c0_g1_i19:561-2897	230.5	524
336647at33208	Duplicated	TRINITY_DN9260_c0_g1_i20:275-2611	230.5	524
338191at33208	Complete	TRINITY_DN655_c2_g1_i1:173-2089	783.0	502
338482at33208	Duplicated	TRINITY_DN15840_c0_g1_i6:64-1689	445.9	434
338482at33208	Duplicated	TRINITY_DN15840_c0_g1_i3:64-1689	445.2	434
339127at33208	Complete	TRINITY_DN10965_c0_g1_i2:60-1991	326.9	355
339319at33208	Complete	TRINITY_DN27660_c0_g1_i2:88-1035	210.2	241
340558at33208	Duplicated	TRINITY_DN6181_c0_g1_i2:105-1418	507.8	326
340558at33208	Duplicated	TRINITY_DN6181_c0_g1_i1:105-1418	507.8	326
340558at33208	Duplicated	TRINITY_DN6181_c0_g1_i3:105-1418	507.8	326
340577at33208	Complete	TRINITY_DN4705_c0_g1_i1:340-2058	571.6	481
344338at33208	Missing
344346at33208	Missing
344442at33208	Complete	TRINITY_DN2997_c0_g1_i1:319-1728	249.9	214
344581at33208	Duplicated	TRINITY_DN16784_c0_g1_i1:271-1164	364.4	243
344581at33208	Duplicated	TRINITY_DN16784_c0_g1_i2:271-1164	364.4	243
344611at33208	Complete	TRINITY_DN29622_c0_g1_i1:238-1443	204.0	258
345099at33208	Duplicated	TRINITY_DN3755_c0_g1_i1:858-3305	743.1	645
345099at33208	Duplicated	TRINITY_DN3755_c0_g1_i4:914-3361	743.1	645
345959at33208	Duplicated	TRINITY_DN4006_c0_g1_i7:36-1367	151.8	207
345959at33208	Duplicated	TRINITY_DN4006_c0_g1_i2:36-1367	151.8	207
345959at33208	Duplicated	TRINITY_DN4006_c0_g1_i6:36-1473	137.6	207
345959at33208	Duplicated	TRINITY_DN4006_c0_g1_i1:36-953	131.0	161
346541at33208	Missing
347600at33208	Complete	TRINITY_DN2339_c0_g1_i1:91-1389	412.6	268
348449at33208	Complete	TRINITY_DN6848_c0_g1_i1:220-1290	274.6	290
348544at33208	Duplicated	TRINITY_DN11490_c0_g1_i1:566-1870	442.8	326
348544at33208	Duplicated	TRINITY_DN11490_c0_g1_i2:566-1870	442.8	326
348761at33208	Duplicated	TRINITY_DN25384_c0_g1_i2:163-1107	355.2	227
348761at33208	Duplicated	TRINITY_DN25384_c0_g1_i3:121-915	310.4	190
349064at33208	Complete	TRINITY_DN6578_c0_g1_i1:60-1256	423.5	303
349627at33208	Complete	TRINITY_DN11403_c0_g1_i1:57-1217	247.6	256
351226at33208	Duplicated	TRINITY_DN16886_c0_g1_i3:149-1648	188.6	220
351226at33208	Duplicated	TRINITY_DN16886_c0_g1_i6:149-1648	188.6	220
351226at33208	Duplicated	TRINITY_DN16886_c0_g1_i7:149-1648	188.6	220
352600at33208	Complete	TRINITY_DN5200_c0_g1_i1:81-1121	498.3	294
352854at33208	Complete	TRINITY_DN90490_c0_g2_i1:709-2088	472.7	356
353286at33208	Duplicated	TRINITY_DN2064_c0_g1_i7:727-2163	329.3	319
353286at33208	Duplicated	TRINITY_DN2064_c0_g1_i12:727-2163	329.3	319
353286at33208	Duplicated	TRINITY_DN2064_c0_g1_i3:727-2163	329.3	319
353286at33208	Duplicated	TRINITY_DN2064_c0_g1_i4:327-1763	329.3	319
353286at33208	Duplicated	TRINITY_DN2064_c0_g1_i13:727-2163	328.2	318
353768at33208	Complete	TRINITY_DN2113_c0_g1_i1:93-1214	316.4	314
354829at33208	Duplicated	TRINITY_DN287_c0_g1_i1:238-1230	521.4	279
354829at33208	Duplicated	TRINITY_DN287_c0_g1_i2:237-1229	521.4	279
354949at33208	Duplicated	TRINITY_DN1069_c0_g1_i1:72-1352	370.3	341
354949at33208	Duplicated	TRINITY_DN1069_c0_g1_i2:65-1345	370.3	341
355210at33208	Duplicated	TRINITY_DN14276_c0_g1_i1:394-1950	386.5	363
355210at33208	Duplicated	TRINITY_DN14276_c0_g1_i2:394-1950	386.5	363
355739at33208	Complete	TRINITY_DN4619_c2_g1_i1:296-1162	269.0	244
356175at33208	Duplicated	TRINITY_DN15428_c0_g1_i1:67-1242	225.7	257
356175at33208	Duplicated	TRINITY_DN15428_c0_g1_i7:67-1242	225.7	257
356175at33208	Duplicated	TRINITY_DN15428_c0_g1_i5:67-1242	225.6	257
356175at33208	Duplicated	TRINITY_DN15428_c0_g1_i2:67-1242	225.3	260
356334at33208	Duplicated	TRINITY_DN6373_c0_g1_i11:596-3520	723.7	723
356334at33208	Duplicated	TRINITY_DN6373_c0_g1_i19:608-3532	723.7	723
356334at33208	Duplicated	TRINITY_DN6373_c0_g1_i1:540-3464	723.7	723
356503at33208	Duplicated	TRINITY_DN6413_c0_g1_i2:252-1229	347.4	260
356503at33208	Duplicated	TRINITY_DN6413_c0_g1_i4:252-1229	347.4	260
357580at33208	Complete	TRINITY_DN9763_c0_g1_i1:30-1094	392.1	252
359075at33208	Duplicated	TRINITY_DN8148_c0_g1_i1:708-2255	428.6	362
359075at33208	Duplicated	TRINITY_DN8148_c0_g1_i7:362-1909	428.6	362
359075at33208	Duplicated	TRINITY_DN8148_c0_g1_i2:362-1909	428.6	363
359075at33208	Duplicated	TRINITY_DN8148_c0_g1_i5:89-1636	428.6	363
359075at33208	Duplicated	TRINITY_DN8148_c0_g1_i6:362-1909	428.4	362
359324at33208	Complete	TRINITY_DN32287_c0_g1_i1:314-1111	260.7	203
359369at33208	Duplicated	TRINITY_DN4962_c0_g1_i3:93-1121	349.5	258
359369at33208	Duplicated	TRINITY_DN4962_c0_g1_i4:93-1121	349.5	258
359369at33208	Duplicated	TRINITY_DN4962_c0_g1_i7:93-1121	349.5	258
359532at33208	Missing
360379at33208	Duplicated	TRINITY_DN3936_c0_g1_i1:62-1081	258.4	226
360379at33208	Duplicated	TRINITY_DN3936_c0_g1_i2:62-1081	258.4	226
360379at33208	Duplicated	TRINITY_DN3936_c0_g1_i3:62-1081	258.4	226
360379at33208	Duplicated	TRINITY_DN3936_c0_g1_i4:62-1081	258.4	226
